record_id,date,time,day_of_week,day_name,weekend,holiday,location,latitude,longitude,vehicle_count,avg_speed_kmph,road_capacity,weather,temperature_c,rainfall_mm,peak_hour,accident,road_work,traffic_density,congestion_level
66,2026-01-01,03:00,3,Thursday,0,0,Kondapur,17.4587,78.368,63,46.08725160277605,342,Clear,22.9,0.0,0,0,0,0.184,Low
67,2026-01-01,03:00,3,Thursday,0,0,Ameerpet,17.4375,78.4483,48,43.419378088617094,313,Cloudy,20.7,0.0,0,0,0,0.153,Low
68,2026-01-01,03:00,3,Thursday,0,0,Punjagutta,17.4254,78.449,58,46.93543275375628,294,Cloudy,24.5,0.4,0,0,0,0.197,Low
69,2026-01-01,03:00,3,Thursday,0,0,Begumpet,17.4447,78.4627,90,38.781012462258936,336,Rain,22.2,5.5,0,0,0,0.268,Low
70,2026-01-01,03:00,3,Thursday,0,0,Secunderabad,17.4399,78.4983,104,36.04190740221828,310,Cloudy,24.5,0.3,0,0,0,0.335,Low
71,2026-01-01,03:00,3,Thursday,0,0,LB Nagar,17.3457,78.5522,32,48.21297384181223,368,Rain,20.0,12.6,0,0,0,0.087,Low
72,2026-01-01,03:00,3,Thursday,0,0,Uppal,17.4058,78.5591,82,42.92764159081827,384,Clear,22.9,0.0,0,0,0,0.214,Low
73,2026-01-01,03:00,3,Thursday,0,0,Mehdipatnam,17.396,78.435,53,46.77615981533473,360,Clear,22.3,0.0,0,0,0,0.147,Low
74,2026-01-01,03:00,3,Thursday,0,0,Banjara Hills,17.4156,78.4346,58,45.05297838897522,388,Clear,22.6,0.0,0,0,0,0.149,Low
75,2026-01-01,03:00,3,Thursday,0,0,Jubilee Hills,17.4325,78.4071,43,47.65762354672153,351,Clear,22.1,0.0,0,0,0,0.123,Low
76,2026-01-01,03:00,3,Thursday,0,0,Dilsukhnagar,17.3688,78.5247,61,40.94689659192703,283,Cloudy,24.2,0.0,0,0,0,0.216,Low
77,2026-01-01,03:00,3,Thursday,0,0,Charminar,17.3616,78.4747,55,46.192589989049345,294,Clear,22.9,0.0,0,0,0,0.187,Low
78,2026-01-01,03:00,3,Thursday,0,0,Koti,17.384,78.4867,71,44.38896170470633,278,Clear,21.3,0.0,0,0,0,0.255,Low
79,2026-01-01,03:00,3,Thursday,0,0,Paradise,17.443,78.4872,80,43.67434746424801,323,Clear,22.9,0.0,0,0,0,0.248,Low
80,2026-01-01,03:00,3,Thursday,0,0,Necklace Road,17.4239,78.4738,34,54.69238674818966,432,Clear,22.4,0.0,0,0,0,0.079,Low
81,2026-01-01,04:00,3,Thursday,0,0,Kukatpally,17.4849,78.4138,50,49.321067047837545,335,Clear,25.6,0.0,0,0,0,0.149,Low
82,2026-01-01,04:00,3,Thursday,0,0,Miyapur,17.4969,78.357,74,45.003112212688066,395,Cloudy,23.5,0.4,0,0,0,0.187,Low
83,2026-01-01,04:00,3,Thursday,0,0,Hitech City,17.4435,78.3772,76,42.30144109234118,316,Clear,22.8,0.0,0,0,0,0.241,Low
84,2026-01-01,04:00,3,Thursday,0,0,Madhapur,17.4483,78.3915,99,18.763414813832366,303,Heavy Rain,22.3,32.0,0,1,0,0.327,Medium
85,2026-01-01,04:00,3,Thursday,0,0,Gachibowli,17.4401,78.3489,70,45.38346015476475,326,Clear,22.5,0.0,0,0,0,0.215,Low
86,2026-01-01,04:00,3,Thursday,0,0,Kondapur,17.4587,78.368,49,46.76374996670701,352,Clear,23.6,0.0,0,0,0,0.139,Low
87,2026-01-01,04:00,3,Thursday,0,0,Ameerpet,17.4375,78.4483,64,46.05673953138852,296,Rain,22.2,11.3,0,0,0,0.216,Low
88,2026-01-01,04:00,3,Thursday,0,0,Punjagutta,17.4254,78.449,53,49.74899709362153,258,Cloudy,24.6,0.3,0,0,0,0.205,Low
89,2026-01-01,04:00,3,Thursday,0,0,Begumpet,17.4447,78.4627,30,53.43861767889389,377,Clear,24.8,0.0,0,0,0,0.08,Low
90,2026-01-01,04:00,3,Thursday,0,0,Secunderabad,17.4399,78.4983,77,42.93307426690983,317,Clear,23.7,0.0,0,0,0,0.243,Low
91,2026-01-01,04:00,3,Thursday,0,0,LB Nagar,17.3457,78.5522,70,43.951630621178815,303,Clear,22.6,0.0,0,0,0,0.231,Low
92,2026-01-01,04:00,3,Thursday,0,0,Uppal,17.4058,78.5591,65,46.45788103836671,403,Clear,24.3,0.0,0,0,0,0.161,Low
93,2026-01-01,04:00,3,Thursday,0,0,Mehdipatnam,17.396,78.435,67,41.80204711527996,384,Heavy Rain,25.2,43.3,0,0,0,0.174,Low
94,2026-01-01,04:00,3,Thursday,0,0,Banjara Hills,17.4156,78.4346,56,44.6318660006335,309,Cloudy,24.0,0.4,0,0,0,0.181,Low
95,2026-01-01,04:00,3,Thursday,0,0,Jubilee Hills,17.4325,78.4071,57,51.86808564723874,390,Clear,23.5,0.0,0,0,0,0.146,Low
96,2026-01-01,04:00,3,Thursday,0,0,Dilsukhnagar,17.3688,78.5247,56,50.73913561948912,317,Clear,23.0,0.0,0,0,0,0.177,Low
97,2026-01-01,04:00,3,Thursday,0,0,Charminar,17.3616,78.4747,47,40.57941681793355,377,Rain,23.3,7.0,0,0,0,0.125,Low
98,2026-01-01,04:00,3,Thursday,0,0,Koti,17.384,78.4867,92,44.20329486082718,292,Clear,25.8,0.0,0,0,0,0.315,Low
99,2026-01-01,04:00,3,Thursday,0,0,Paradise,17.443,78.4872,64,43.018295049816196,350,Clear,24.2,0.0,0,0,0,0.183,Low
100,2026-01-01,04:00,3,Thursday,0,0,Necklace Road,17.4239,78.4738,49,51.44802038895253,454,Clear,24.4,0.0,0,0,0,0.108,Low
101,2026-01-01,05:00,3,Thursday,0,0,Kukatpally,17.4849,78.4138,47,48.19630076521212,369,Cloudy,26.4,0.1,0,0,0,0.127,Low
102,2026-01-01,05:00,3,Thursday,0,0,Miyapur,17.4969,78.357,26,40.290080557076685,402,Rain,23.1,8.8,0,0,0,0.065,Low
103,2026-01-01,05:00,3,Thursday,0,0,Hitech City,17.4435,78.3772,73,44.56664667824753,345,Clear,25.3,0.0,0,0,0,0.212,Low
104,2026-01-01,05:00,3,Thursday,0,0,Madhapur,17.4483,78.3915,101,23.079127633306435,265,Heavy Rain,22.7,28.6,0,0,0,0.381,Medium
105,2026-01-01,05:00,3,Thursday,0,0,Gachibowli,17.4401,78.3489,47,50.09906745070676,363,Clear,23.9,0.0,0,0,0,0.129,Low
106,2026-01-01,05:00,3,Thursday,0,0,Kondapur,17.4587,78.368,73,47.51091282794506,316,Clear,24.5,0.0,0,0,0,0.231,Low
107,2026-01-01,05:00,3,Thursday,0,0,Ameerpet,17.4375,78.4483,80,37.54856059494966,263,Clear,25.2,0.0,0,0,0,0.304,Low
108,2026-01-01,05:00,3,Thursday,0,0,Punjagutta,17.4254,78.449,86,32.89258950691061,288,Heavy Rain,20.4,30.3,0,0,0,0.299,Low
109,2026-01-01,05:00,3,Thursday,0,0,Begumpet,17.4447,78.4627,79,46.54749995315738,342,Clear,23.2,0.0,0,0,0,0.231,Low
110,2026-01-01,05:00,3,Thursday,0,0,Secunderabad,17.4399,78.4983,83,33.17642635295641,350,Heavy Rain,24.9,33.1,0,0,0,0.237,Low
111,2026-01-01,05:00,3,Thursday,0,0,LB Nagar,17.3457,78.5522,42,50.34581403012541,354,Clear,27.9,0.0,0,0,0,0.119,Low
112,2026-01-01,05:00,3,Thursday,0,0,Uppal,17.4058,78.5591,23,48.9004098379529,372,Clear,26.8,0.0,0,0,0,0.062,Low
113,2026-01-01,05:00,3,Thursday,0,0,Mehdipatnam,17.396,78.435,102,38.017147960018164,401,Clear,23.5,0.0,0,0,1,0.254,Low
114,2026-01-01,05:00,3,Thursday,0,0,Banjara Hills,17.4156,78.4346,47,39.162733392833466,345,Heavy Rain,22.9,19.0,0,0,0,0.136,Low
115,2026-01-01,05:00,3,Thursday,0,0,Jubilee Hills,17.4325,78.4071,53,44.327183658878404,340,Clear,26.6,0.0,0,0,0,0.156,Low
116,2026-01-01,05:00,3,Thursday,0,0,Dilsukhnagar,17.3688,78.5247,60,41.88104464865535,293,Clear,26.0,0.0,0,0,0,0.205,Low
117,2026-01-01,05:00,3,Thursday,0,0,Charminar,17.3616,78.4747,69,28.06168061061798,238,Heavy Rain,25.0,21.3,0,0,0,0.29,Low
118,2026-01-01,05:00,3,Thursday,0,0,Koti,17.384,78.4867,104,35.847946530036396,314,Rain,22.4,15.9,0,0,0,0.331,Low
119,2026-01-01,05:00,3,Thursday,0,0,Paradise,17.443,78.4872,61,50.88666971743873,324,Clear,25.5,0.0,0,0,0,0.188,Low
120,2026-01-01,05:00,3,Thursday,0,0,Necklace Road,17.4239,78.4738,36,44.36919289939591,417,Clear,25.3,0.0,0,0,0,0.086,Low
121,2026-01-01,06:00,3,Thursday,0,0,Kukatpally,17.4849,78.4138,35,46.75944272305919,316,Clear,31.0,0.0,0,0,0,0.111,Low
122,2026-01-01,06:00,3,Thursday,0,0,Miyapur,17.4969,78.357,45,51.89865777692897,384,Cloudy,25.5,0.3,0,0,0,0.117,Low
123,2026-01-01,06:00,3,Thursday,0,0,Hitech City,17.4435,78.3772,65,43.90535585191219,296,Cloudy,26.3,0.3,0,0,0,0.22,Low
124,2026-01-01,06:00,3,Thursday,0,0,Madhapur,17.4483,78.3915,35,23.013288002142627,319,Rain,25.6,11.7,0,1,0,0.11,Low
125,2026-01-01,06:00,3,Thursday,0,0,Gachibowli,17.4401,78.3489,41,41.5049380137465,268,Clear,26.3,0.0,0,0,1,0.153,Low
126,2026-01-01,06:00,3,Thursday,0,0,Kondapur,17.4587,78.368,74,44.429451940145476,318,Clear,28.7,0.0,0,0,0,0.233,Low
127,2026-01-01,06:00,3,Thursday,0,0,Ameerpet,17.4375,78.4483,77,40.2179247872243,288,Rain,24.5,15.2,0,0,0,0.267,Low
128,2026-01-01,06:00,3,Thursday,0,0,Punjagutta,17.4254,78.449,96,45.014891818608085,284,Cloudy,25.6,0.0,0,0,0,0.338,Low
129,2026-01-01,06:00,3,Thursday,0,0,Begumpet,17.4447,78.4627,47,50.08906737887223,373,Clear,27.5,0.0,0,0,0,0.126,Low
130,2026-01-01,06:00,3,Thursday,0,0,Secunderabad,17.4399,78.4983,86,29.923014839648623,319,Heavy Rain,22.9,44.3,0,0,0,0.27,Low
131,2026-01-01,06:00,3,Thursday,0,0,LB Nagar,17.3457,78.5522,61,43.99732085157548,336,Cloudy,27.7,0.2,0,0,0,0.182,Low
132,2026-01-01,06:00,3,Thursday,0,0,Uppal,17.4058,78.5591,35,49.203637622606834,359,Clear,28.4,0.0,0,0,0,0.097,Low
133,2026-01-01,06:00,3,Thursday,0,0,Mehdipatnam,17.396,78.435,58,44.81107791047673,371,Clear,27.6,0.0,0,0,0,0.156,Low
134,2026-01-01,06:00,3,Thursday,0,0,Banjara Hills,17.4156,78.4346,68,51.45082399871885,409,Clear,26.3,0.0,0,0,0,0.166,Low
135,2026-01-01,06:00,3,Thursday,0,0,Jubilee Hills,17.4325,78.4071,69,46.2108075122479,361,Clear,26.9,0.0,0,0,0,0.191,Low
136,2026-01-01,06:00,3,Thursday,0,0,Dilsukhnagar,17.3688,78.5247,53,47.32815394429154,277,Cloudy,26.2,0.5,0,0,0,0.191,Low
137,2026-01-01,06:00,3,Thursday,0,0,Charminar,17.3616,78.4747,63,47.480928837886815,297,Clear,27.3,0.0,0,0,0,0.212,Low
138,2026-01-01,06:00,3,Thursday,0,0,Koti,17.384,78.4867,76,40.18796526477748,293,Clear,26.0,0.0,0,0,0,0.259,Low
139,2026-01-01,06:00,3,Thursday,0,0,Paradise,17.443,78.4872,63,42.721228127372164,326,Heavy Rain,26.4,32.3,0,0,0,0.193,Low
140,2026-01-01,06:00,3,Thursday,0,0,Necklace Road,17.4239,78.4738,49,52.42702741996353,396,Clear,26.9,0.0,0,0,0,0.124,Low
141,2026-01-01,07:00,3,Thursday,0,0,Kukatpally,17.4849,78.4138,119,31.07864187900385,291,Clear,27.3,0.0,1,0,0,0.409,Medium
142,2026-01-01,07:00,3,Thursday,0,0,Miyapur,17.4969,78.357,113,33.17131879569782,371,Clear,28.9,0.0,1,0,0,0.305,Medium
143,2026-01-01,07:00,3,Thursday,0,0,Hitech City,17.4435,78.3772,172,17.54511487966897,252,Clear,28.9,0.0,1,0,0,0.683,High
144,2026-01-01,07:00,3,Thursday,0,0,Madhapur,17.4483,78.3915,148,28.34301892525306,300,Clear,28.6,0.0,1,0,0,0.493,Medium
145,2026-01-01,07:00,3,Thursday,0,0,Gachibowli,17.4401,78.3489,152,37.25746362120556,327,Clear,28.8,0.0,1,0,0,0.465,Medium
146,2026-01-01,07:00,3,Thursday,0,0,Kondapur,17.4587,78.368,130,33.072736659200395,307,Clear,30.3,0.0,1,0,0,0.423,Medium
147,2026-01-01,07:00,3,Thursday,0,0,Ameerpet,17.4375,78.4483,163,24.0054766493214,249,Clear,30.2,0.0,1,0,0,0.655,High
148,2026-01-01,07:00,3,Thursday,0,0,Punjagutta,17.4254,78.449,185,17.669782775423435,332,Heavy Rain,27.0,20.0,1,0,0,0.557,High
149,2026-01-01,07:00,3,Thursday,0,0,Begumpet,17.4447,78.4627,152,26.87941269881728,314,Rain,27.9,13.4,1,0,0,0.484,Medium
150,2026-01-01,07:00,3,Thursday,0,0,Secunderabad,17.4399,78.4983,160,33.19625571761601,360,Cloudy,28.3,0.0,1,0,0,0.444,Medium
151,2026-01-01,07:00,3,Thursday,0,0,LB Nagar,17.3457,78.5522,124,33.670848790684865,356,Cloudy,30.0,0.1,1,0,0,0.348,Medium
152,2026-01-01,07:00,3,Thursday,0,0,Uppal,17.4058,78.5591,156,15.114109750306499,329,Heavy Rain,28.8,37.7,1,0,0,0.474,High
153,2026-01-01,07:00,3,Thursday,0,0,Mehdipatnam,17.396,78.435,131,30.67394267456798,378,Rain,23.7,4.8,1,0,0,0.347,Medium
154,2026-01-01,07:00,3,Thursday,0,0,Banjara Hills,17.4156,78.4346,126,37.127881148221974,316,Clear,29.1,0.0,1,0,0,0.399,Medium
155,2026-01-01,07:00,3,Thursday,0,0,Jubilee Hills,17.4325,78.4071,106,27.96571975626891,328,Clear,29.2,0.0,1,0,0,0.323,Medium
156,2026-01-01,07:00,3,Thursday,0,0,Dilsukhnagar,17.3688,78.5247,184,29.41559607745521,304,Clear,29.1,0.0,1,0,0,0.605,High
157,2026-01-01,07:00,3,Thursday,0,0,Charminar,17.3616,78.4747,175,28.601568241615364,289,Clear,27.6,0.0,1,0,0,0.606,High
158,2026-01-01,07:00,3,Thursday,0,0,Koti,17.384,78.4867,167,24.201330016034817,274,Clear,29.7,0.0,1,0,0,0.609,High
159,2026-01-01,07:00,3,Thursday,0,0,Paradise,17.443,78.4872,134,36.00575590483805,341,Cloudy,30.0,0.5,1,0,0,0.393,Medium
160,2026-01-01,07:00,3,Thursday,0,0,Necklace Road,17.4239,78.4738,79,35.759248785048335,423,Clear,26.4,0.0,1,0,0,0.187,Low
161,2026-01-01,08:00,3,Thursday,0,0,Kukatpally,17.4849,78.4138,102,35.50383197773052,328,Clear,29.7,0.0,1,0,0,0.311,Medium
162,2026-01-01,08:00,3,Thursday,0,0,Miyapur,17.4969,78.357,140,28.628423425306142,400,Rain,27.3,15.9,1,0,0,0.35,Medium
163,2026-01-01,08:00,3,Thursday,0,0,Hitech City,17.4435,78.3772,142,30.932756127131768,275,Clear,28.2,0.0,1,0,0,0.516,Medium
164,2026-01-01,08:00,3,Thursday,0,0,Madhapur,17.4483,78.3915,173,30.74515432393307,324,Clear,29.2,0.0,1,0,0,0.534,Medium
165,2026-01-01,08:00,3,Thursday,0,0,Gachibowli,17.4401,78.3489,154,31.122163949548664,317,Cloudy,31.4,0.3,1,0,0,0.486,Medium
166,2026-01-01,08:00,3,Thursday,0,0,Kondapur,17.4587,78.368,103,37.74186646759399,376,Clear,28.9,0.0,1,0,0,0.274,Low
167,2026-01-01,08:00,3,Thursday,0,0,Ameerpet,17.4375,78.4483,152,28.94078572994143,307,Clear,30.3,0.0,1,0,0,0.495,Medium
168,2026-01-01,08:00,3,Thursday,0,0,Punjagutta,17.4254,78.449,155,34.07724466428143,326,Clear,32.0,0.0,1,0,0,0.475,Medium
169,2026-01-01,08:00,3,Thursday,0,0,Begumpet,17.4447,78.4627,145,28.05229973390955,355,Clear,31.0,0.0,1,0,0,0.408,Medium
170,2026-01-01,08:00,3,Thursday,0,0,Secunderabad,17.4399,78.4983,131,27.062943047599088,347,Rain,28.4,4.0,1,0,0,0.378,Medium
171,2026-01-01,08:00,3,Thursday,0,0,LB Nagar,17.3457,78.5522,152,31.371379395627887,368,Cloudy,29.8,0.5,1,0,0,0.413,Medium
172,2026-01-01,08:00,3,Thursday,0,0,Uppal,17.4058,78.5591,124,31.074359901488336,340,Clear,29.5,0.0,1,0,0,0.365,Medium
173,2026-01-01,08:00,3,Thursday,0,0,Mehdipatnam,17.396,78.435,189,16.908163821908992,394,Heavy Rain,25.9,33.8,1,0,0,0.48,High
174,2026-01-01,08:00,3,Thursday,0,0,Banjara Hills,17.4156,78.4346,145,33.62977580869243,320,Clear,31.1,0.0,1,0,0,0.453,Medium
175,2026-01-01,08:00,3,Thursday,0,0,Jubilee Hills,17.4325,78.4071,112,39.43196286421109,364,Clear,29.9,0.0,1,0,0,0.308,Low
176,2026-01-01,08:00,3,Thursday,0,0,Dilsukhnagar,17.3688,78.5247,135,21.116034789807944,286,Rain,24.9,5.6,1,0,0,0.472,Medium
